post_id,service_cible,texte_clean,langue,canal,region,sentiment_score,sentiment_label,categorie,date_post
POST_b98d9da83d,SEN_EAU,pas depuis jours sen eau répond pas,FR,TWITTER,KAOLACK,-0.061,NEGATIF,AUTRE,2026-05-04
POST_109317dd88,TER,ter bondé aux heures prévoir extension nécessaire,FR,TWITTER,KAOLACK,0.094,NEUTRE,AUTRE,2026-05-16
POST_4c1c8bcffe,FREE_MONEY,free money simple pratique pour les petites sommes,FR,RECLAMATION,DAKAR,0.686,POSITIF,POSITIF,2026-05-26
POST_7f6c3a2ad8,WAVE,wave dafa duma gënn xaalis,WO,FACEBOOK,DAKAR,-0.937,NEGATIF_FORT,TECHNIQUE,2026-05-06
POST_324c0c7245,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,SAINT_LOUIS,0.753,POSITIF,POSITIF,2026-05-06
POST_623336805e,SENELEC,coupure senelec depuis quand que revient,FR,WHATSAPP,ZIGUINCHOR,0.053,NEUTRE,AUTRE,2026-05-11
POST_fe53501db3,SEN_EAU,facture sen eau anormalement élevée,FR,FACEBOOK,DAKAR,0.051,NEUTRE,AUTRE,2026-05-10
POST_d4a518c1c5,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,THIES,-0.67,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_2f095172bc,FREE_MONEY,compte free money bloqué sans explication support,FR,WHATSAPP,ZIGUINCHOR,-0.662,NEGATIF_FORT,TECHNIQUE,2026-05-04
POST_d2763ae600,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,FACEBOOK,KAOLACK,-0.653,NEGATIF_FORT,TECHNIQUE,2026-05-29
POST_b3176581e0,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,TWITTER,KAOLACK,0.888,POSITIF,POSITIF,2026-05-14
POST_c58791a55b,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,TWITTER,THIES,0.808,POSITIF,POSITIF,2026-05-29
POST_1b6a89f51c,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,TWITTER,DAKAR,0.713,POSITIF,POSITIF,2026-05-27
POST_9fa194a870,SEN_EAU,sen eau problem dafa neka,WO,WHATSAPP,SAINT_LOUIS,-0.614,NEGATIF_FORT,AUTRE,2026-05-03
POST_5c0caeaa4c,WAVE,wave remboursé top,FR,RECLAMATION,DAKAR,0.72,POSITIF,POSITIF,2026-05-17
POST_87436c1887,SENELEC,coupure senelec depuis quand que revient,FR,RECLAMATION,THIES,-0.094,NEGATIF,AUTRE,2026-05-22
POST_7f8009fefa,WAVE,wave remboursé top,FR,WHATSAPP,KAOLACK,0.727,POSITIF,POSITIF,2026-05-18
POST_bcb181b4c0,SENELEC,coupure électrique pendant senelec scandaleux,FR,RECLAMATION,KAOLACK,-0.846,NEGATIF_FORT,AUTRE,2026-05-10
POST_82953f02fa,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,THIES,-0.097,NEGATIF,TECHNIQUE,2026-05-02
POST_b420bc9548,ORANGE_MONEY,orange money cher dafa neka,WO,WHATSAPP,KAOLACK,-0.786,NEGATIF_FORT,TARIF,2026-05-24
POST_81f604b852,SENELEC,coupure électrique pendant senelec scandaleux,FR,WHATSAPP,DAKAR,-0.752,NEGATIF_FORT,AUTRE,2026-05-04
POST_c594e7fce8,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,DAKAR,-0.041,NEGATIF,SERVICE_CLIENT,2026-05-21
POST_d704934035,SENELEC,facture senelec frais anormaux mois,FR,FACEBOOK,KAOLACK,-0.096,NEGATIF,TARIF,2026-05-07
POST_e6bf0cff50,WAVE,wave remboursé top,FR,WHATSAPP,SAINT_LOUIS,0.712,POSITIF,POSITIF,2026-05-13
POST_634c2486b3,TER,ter retard encore infos temps réel impossible,FR,FACEBOOK,ZIGUINCHOR,-0.627,NEGATIF_FORT,AUTRE,2026-05-30
POST_c5e6d0528f,TER,ter pratique rapide entre dakar top,FR,TWITTER,KAOLACK,0.748,POSITIF,POSITIF,2026-05-09
POST_b934266369,TER,application ter bug impossible ticket,FR,TWITTER,ZIGUINCHOR,-0.707,NEGATIF_FORT,TECHNIQUE,2026-05-28
POST_0dc3427ed5,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,WHATSAPP,THIES,-0.656,NEGATIF_FORT,SERVICE_CLIENT,2026-05-26
POST_94370d7667,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,DAKAR,-0.095,NEGATIF,AUTRE,2026-05-05
POST_843e315ca5,SEN_EAU,pas depuis jours sen eau répond pas,FR,TWITTER,ZIGUINCHOR,-0.06,NEGATIF,AUTRE,2026-05-19
POST_743b6261d8,SENELEC,senelec problem dafa metti,WO,WHATSAPP,DAKAR,-0.749,NEGATIF_FORT,AUTRE,2026-05-08
POST_974e18f9a7,SEN_EAU,est revenue après sen eau enfin réactif,FR,FACEBOOK,DAKAR,0.091,NEUTRE,AUTRE,2026-05-21
POST_921b5edc69,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,RECLAMATION,DAKAR,-0.547,NEGATIF_FORT,TECHNIQUE,2026-05-28
POST_a03d650d8a,WAVE,wave dafa dafa yomb,WO,FACEBOOK,THIES,0.842,POSITIF,POSITIF,2026-05-06
POST_cc6784df4f,SEN_EAU,pas depuis jours sen eau répond pas,FR,RECLAMATION,DAKAR,0.005,NEUTRE,AUTRE,2026-05-12
POST_7312c82a28,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,KAOLACK,0.004,NEUTRE,AUTRE,2026-05-10
POST_49b9e55cb2,WAVE,wave dafa dafa yomb,WO,RECLAMATION,THIES,0.844,POSITIF,POSITIF,2026-05-30
POST_7947265497,SENELEC,coupure senelec depuis quand que revient,FR,TWITTER,ZIGUINCHOR,0.058,NEUTRE,AUTRE,2026-05-20
POST_e13d20a3eb,TER,application ter bug impossible ticket,FR,FACEBOOK,SAINT_LOUIS,-0.65,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_8962095eeb,FREE_MONEY,free money problem duma gënn,WO,WHATSAPP,ZIGUINCHOR,-0.577,NEGATIF_FORT,AUTRE,2026-05-07
POST_2ae9bdf080,TER,ter retard encore infos temps réel impossible,FR,TWITTER,KAOLACK,-0.714,NEGATIF_FORT,AUTRE,2026-05-24
POST_880e2c3681,FREE_MONEY,free money dafa baax mais support dafa teye,WO,WHATSAPP,ZIGUINCHOR,0.036,NEUTRE,TECHNIQUE,2026-05-06
POST_dced845039,TER,ter bondé aux heures prévoir extension nécessaire,FR,TWITTER,THIES,0.097,NEUTRE,AUTRE,2026-05-16
POST_524020f894,FREE_MONEY,free money lent par rapport améliorer,FR,RECLAMATION,SAINT_LOUIS,-0.556,NEGATIF_FORT,TECHNIQUE,2026-05-03
POST_61b3600dad,TER,ter retard encore infos temps réel impossible,FR,RECLAMATION,THIES,-0.578,NEGATIF_FORT,AUTRE,2026-05-12
POST_de2598d8a0,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,THIES,-0.034,NEGATIF,AUTRE,2026-05-07
POST_2d4464b451,FREE_MONEY,free money simple pratique pour les petites sommes,FR,TWITTER,ZIGUINCHOR,0.752,POSITIF,POSITIF,2026-05-02
POST_d86becfd5c,SEN_EAU,sen eau service client attente interminable,FR,TWITTER,DAKAR,0.016,NEUTRE,SERVICE_CLIENT,2026-05-29
POST_7de27eb095,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,WHATSAPP,KAOLACK,-0.605,NEGATIF_FORT,AUTRE,2026-05-13
POST_adcaeb2b7c,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,ZIGUINCHOR,-0.807,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_627b534112,WAVE,wave excellent recommande tous,FR,FACEBOOK,KAOLACK,0.164,NEUTRE,TECHNIQUE,2026-05-19
POST_71f63a9cbc,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,ZIGUINCHOR,0.682,POSITIF,POSITIF,2026-05-13
POST_948c2f013d,TER,ter dafa rafet,WO,TWITTER,ZIGUINCHOR,0.844,POSITIF,POSITIF,2026-05-04
POST_a6830c772b,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,WHATSAPP,DAKAR,-0.682,NEGATIF_FORT,SERVICE_CLIENT,2026-05-25
POST_782ede72cf,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,KAOLACK,0.776,POSITIF,POSITIF,2026-05-25
POST_42f00b0286,TER,ter retard encore infos temps réel impossible,FR,TWITTER,ZIGUINCHOR,-0.744,NEGATIF_FORT,AUTRE,2026-05-26
POST_011d18d4fc,FREE_MONEY,free money problem duma gënn,WO,RECLAMATION,SAINT_LOUIS,-0.642,NEGATIF_FORT,AUTRE,2026-05-19
POST_3ec7e9d529,FREE_MONEY,free money dafa baax mais support dafa teye,WO,RECLAMATION,DAKAR,-0.056,NEGATIF,TECHNIQUE,2026-05-15
POST_80a14cebfc,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,FACEBOOK,DAKAR,0.303,POSITIF,POSITIF,2026-05-25
POST_89e4e45b71,WAVE,wave excellent recommande tous,FR,FACEBOOK,KAOLACK,0.222,NEUTRE,TECHNIQUE,2026-05-28
POST_d7bbbce7e7,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,KAOLACK,0.81,POSITIF,POSITIF,2026-05-03
POST_276f04829f,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,THIES,0.087,NEUTRE,TECHNIQUE,2026-05-24
POST_ae0ba9f361,SENELEC,senelec dafa xam dina tax,WO,TWITTER,DAKAR,-0.826,NEGATIF_FORT,TECHNIQUE,2026-05-01
POST_fc9b067f1e,WAVE,transaction wave argent débité sans confirmation,FR,TWITTER,SAINT_LOUIS,0.095,NEUTRE,AUTRE,2026-05-07
POST_4450e58fc3,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,DAKAR,0.099,NEUTRE,AUTRE,2026-05-12
POST_3ff7428056,SEN_EAU,sen eau problem dafa neka,WO,WHATSAPP,SAINT_LOUIS,-0.631,NEGATIF_FORT,AUTRE,2026-05-07
POST_a6ef57aa68,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,ZIGUINCHOR,-0.785,NEGATIF_FORT,AUTRE,2026-05-05
POST_12d27e5da7,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,DAKAR,-0.609,NEGATIF_FORT,TECHNIQUE,2026-05-21
POST_f20ed9fae6,SENELEC,application senelec bien paiement facile maintenant,FR,WHATSAPP,KAOLACK,0.657,POSITIF,POSITIF,2026-05-13
POST_e4a7336e78,SENELEC,facture senelec frais anormaux mois,FR,TWITTER,ZIGUINCHOR,0.015,NEUTRE,TARIF,2026-05-02
POST_3d93ec4119,SENELEC,senelec dafa xam dina tax,WO,TWITTER,KAOLACK,-0.755,NEGATIF_FORT,TECHNIQUE,2026-05-16
POST_f36a72d398,TER,ter dafa rafet,WO,TWITTER,DAKAR,0.874,POSITIF,POSITIF,2026-05-15
POST_1f74966393,FREE_MONEY,free money lent par rapport améliorer,FR,FACEBOOK,ZIGUINCHOR,-0.42,NEGATIF,TECHNIQUE,2026-05-26
POST_6e99eab027,TER,ter ponctuel voyage confortable,FR,TWITTER,DAKAR,0.002,NEUTRE,AUTRE,2026-05-25
POST_8537f60983,WAVE,wave remboursé top,FR,RECLAMATION,THIES,0.826,POSITIF,POSITIF,2026-05-27
POST_c7567306df,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,THIES,0.094,NEUTRE,AUTRE,2026-05-10
POST_c979c117a6,SENELEC,application senelec bien paiement facile maintenant,FR,TWITTER,KAOLACK,0.712,POSITIF,POSITIF,2026-05-21
POST_6bd50c0184,SENELEC,coupure senelec depuis quand que revient,FR,FACEBOOK,DAKAR,0.089,NEUTRE,AUTRE,2026-05-15
POST_ebcef9b2a4,WAVE,wave dafa duma gënn xaalis,WO,WHATSAPP,KAOLACK,-0.864,NEGATIF_FORT,TECHNIQUE,2026-05-04
POST_1b425b857b,FREE_MONEY,free money lent par rapport améliorer,FR,WHATSAPP,DAKAR,-0.483,NEGATIF,TECHNIQUE,2026-05-20
POST_8a3dd5b0b7,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,KAOLACK,-0.79,NEGATIF_FORT,TECHNIQUE,2026-05-08
POST_88b8b26bad,WAVE,wave rapide meilleur service mobile money sénégal,FR,TWITTER,DAKAR,0.698,POSITIF,POSITIF,2026-05-05
POST_14e973847b,SENELEC,application senelec bien paiement facile maintenant,FR,FACEBOOK,SAINT_LOUIS,0.763,POSITIF,POSITIF,2026-05-20
POST_7cccfdd3c6,WAVE,frais wave trop cher orange money moins cher,FR,WHATSAPP,DAKAR,-0.705,NEGATIF_FORT,TARIF,2026-05-15
POST_3342cadc32,SENELEC,coupure électrique pendant senelec scandaleux,FR,TWITTER,ZIGUINCHOR,-0.809,NEGATIF_FORT,AUTRE,2026-05-03
POST_5503ca0f00,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,ZIGUINCHOR,-0.638,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_a9f77200cd,FREE_MONEY,compte free money bloqué sans explication support,FR,WHATSAPP,SAINT_LOUIS,-0.742,NEGATIF_FORT,TECHNIQUE,2026-05-12
POST_51d60f918e,FREE_MONEY,compte free money bloqué sans explication support,FR,WHATSAPP,KAOLACK,-0.754,NEGATIF_FORT,TECHNIQUE,2026-05-17
POST_3850e7870f,WAVE,wave excellent recommande tous,FR,FACEBOOK,DAKAR,0.168,NEUTRE,TECHNIQUE,2026-05-22
POST_31440955d4,SENELEC,coupure électrique pendant senelec scandaleux,FR,WHATSAPP,DAKAR,-0.814,NEGATIF_FORT,AUTRE,2026-05-01
POST_bd4876ec36,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,RECLAMATION,DAKAR,-0.668,NEGATIF_FORT,SERVICE_CLIENT,2026-05-25
POST_5419d34cee,SENELEC,facture senelec frais anormaux mois,FR,TWITTER,ZIGUINCHOR,-0.073,NEGATIF,TARIF,2026-05-25
POST_89a95624dd,SEN_EAU,facture sen eau anormalement élevée,FR,FACEBOOK,THIES,0.088,NEUTRE,AUTRE,2026-05-16
POST_bb12fcf153,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,WHATSAPP,KAOLACK,0.657,POSITIF,POSITIF,2026-05-27
POST_d8e8d05b2a,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,FACEBOOK,DAKAR,0.813,POSITIF,POSITIF,2026-05-22
POST_433f558de3,FREE_MONEY,free money lent par rapport améliorer,FR,FACEBOOK,SAINT_LOUIS,-0.571,NEGATIF_FORT,TECHNIQUE,2026-05-10
POST_15143b8490,SENELEC,coupure senelec depuis quand que revient,FR,TWITTER,SAINT_LOUIS,0.056,NEUTRE,AUTRE,2026-05-05
POST_95829cd895,ORANGE_MONEY,orange money fraud lost money this morning,EN,FACEBOOK,KAOLACK,-1.0,NEGATIF_FORT,FRAUDE,2026-05-23
POST_9475deb2d7,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,TWITTER,ZIGUINCHOR,-0.803,NEGATIF_FORT,TECHNIQUE,2026-05-15
POST_e5788f1db3,TER,ter pratique rapide entre dakar top,FR,TWITTER,SAINT_LOUIS,0.849,POSITIF,POSITIF,2026-05-02
POST_537679e4a3,FREE_MONEY,free money problem duma gënn,WO,RECLAMATION,DAKAR,-0.627,NEGATIF_FORT,AUTRE,2026-05-14
POST_bcd6b65bb6,SENELEC,facture senelec frais anormaux mois,FR,FACEBOOK,DAKAR,0.019,NEUTRE,TARIF,2026-05-05
POST_5c2a7d6b4b,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,KAOLACK,-0.088,NEGATIF,AUTRE,2026-05-14
POST_391c833bd1,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,FACEBOOK,THIES,-0.648,NEGATIF_FORT,AUTRE,2026-05-06
POST_5e078665d1,SENELEC,senelec dafa xam dina tax,WO,WHATSAPP,ZIGUINCHOR,-0.808,NEGATIF_FORT,TECHNIQUE,2026-05-16
POST_d7b57e4e29,WAVE,wave excellent recommande tous,FR,WHATSAPP,KAOLACK,0.22,NEUTRE,TECHNIQUE,2026-05-17
POST_2952fe7a81,SENELEC,coupure électrique pendant senelec scandaleux,FR,RECLAMATION,SAINT_LOUIS,-0.874,NEGATIF_FORT,AUTRE,2026-05-30
POST_532d5f7090,FREE_MONEY,free money dafa baax mais support dafa teye,WO,RECLAMATION,DAKAR,0.002,NEUTRE,TECHNIQUE,2026-05-20
POST_09011683cc,WAVE,transaction wave argent débité sans confirmation,FR,RECLAMATION,THIES,0.009,NEUTRE,AUTRE,2026-05-01
POST_12f39221c6,SENELEC,coupure électrique pendant senelec scandaleux,FR,FACEBOOK,DAKAR,-0.823,NEGATIF_FORT,AUTRE,2026-05-16
POST_fee0f79559,SENELEC,facture senelec frais anormaux mois,FR,TWITTER,KAOLACK,-0.036,NEGATIF,TARIF,2026-05-13
POST_4bba4f1df1,ORANGE_MONEY,orange money encore panne inacceptable,FR,TWITTER,KAOLACK,-0.845,NEGATIF_FORT,TECHNIQUE,2026-05-09
POST_261d8941b1,SEN_EAU,sen eau service client attente interminable,FR,TWITTER,DAKAR,0.069,NEUTRE,SERVICE_CLIENT,2026-05-20
POST_d9d76d7f94,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,WHATSAPP,ZIGUINCHOR,-0.709,NEGATIF_FORT,TECHNIQUE,2026-05-13
POST_6c0200e2f0,SENELEC,senelec délestage tous les ras bol,FR,RECLAMATION,DAKAR,-0.788,NEGATIF_FORT,AUTRE,2026-05-27
POST_2dd21d8ccd,FREE_MONEY,free money simple pratique pour les petites sommes,FR,TWITTER,KAOLACK,0.74,POSITIF,POSITIF,2026-05-07
POST_213697c7cc,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,SAINT_LOUIS,0.662,POSITIF,POSITIF,2026-05-20
POST_0ca95c0182,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,THIES,0.067,NEUTRE,TECHNIQUE,2026-05-04
POST_242f4d1624,TER,ter retard encore infos temps réel impossible,FR,FACEBOOK,SAINT_LOUIS,-0.696,NEGATIF_FORT,AUTRE,2026-05-11
POST_6ba9406dd3,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,ZIGUINCHOR,-0.015,NEGATIF,AUTRE,2026-05-06
POST_dbb095f79f,ORANGE_MONEY,orange money cher dafa neka,WO,RECLAMATION,DAKAR,-0.71,NEGATIF_FORT,TARIF,2026-05-27
POST_d79e51c5f1,FREE_MONEY,free money lent par rapport améliorer,FR,TWITTER,THIES,-0.44,NEGATIF,TECHNIQUE,2026-05-21
POST_c8eba14ff0,WAVE,wave dafa dafa yomb,WO,FACEBOOK,SAINT_LOUIS,0.764,POSITIF,POSITIF,2026-05-10
POST_5bbf9171a3,TER,ter ponctuel voyage confortable,FR,WHATSAPP,THIES,-0.006,NEGATIF,AUTRE,2026-05-24
POST_f8a322b8ac,WAVE,wave dafa dafa yomb,WO,FACEBOOK,DAKAR,0.938,POSITIF,POSITIF,2026-05-28
POST_9ddadd8d0e,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,FACEBOOK,DAKAR,-0.538,NEGATIF_FORT,AUTRE,2026-05-19
POST_2864a60650,FREE_MONEY,free money lent par rapport améliorer,FR,FACEBOOK,KAOLACK,-0.531,NEGATIF_FORT,TECHNIQUE,2026-05-25
POST_645521cfad,TER,ter retard encore infos temps réel impossible,FR,TWITTER,ZIGUINCHOR,-0.631,NEGATIF_FORT,AUTRE,2026-05-06
POST_2b1f074d1a,WAVE,wave the best mobile money service fast and reliable,EN,RECLAMATION,THIES,0.688,POSITIF,POSITIF,2026-05-08
POST_3e227d6ca9,TER,ter retard encore infos temps réel impossible,FR,TWITTER,SAINT_LOUIS,-0.623,NEGATIF_FORT,AUTRE,2026-05-25
POST_5c798b29de,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,RECLAMATION,THIES,0.95,POSITIF,POSITIF,2026-05-19
POST_ff9fd594ae,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,THIES,-0.017,NEGATIF,AUTRE,2026-05-20
POST_698f33a7be,WAVE,wave remboursé top,FR,RECLAMATION,SAINT_LOUIS,0.705,POSITIF,POSITIF,2026-05-01
POST_ad7d16644c,SEN_EAU,facture sen eau anormalement élevée,FR,WHATSAPP,ZIGUINCHOR,-0.097,NEGATIF,AUTRE,2026-05-16
POST_92621fcc81,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,FACEBOOK,KAOLACK,-0.596,NEGATIF_FORT,TECHNIQUE,2026-05-25
POST_94b010d07e,TER,ter dafa rafet,WO,RECLAMATION,DAKAR,0.883,POSITIF,POSITIF,2026-05-03
POST_ad30fe44ed,SEN_EAU,pas depuis jours sen eau répond pas,FR,TWITTER,ZIGUINCHOR,0.027,NEUTRE,AUTRE,2026-05-29
POST_2d39391a35,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,DAKAR,-0.719,NEGATIF_FORT,TECHNIQUE,2026-05-06
POST_7d89478a1c,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,THIES,0.86,POSITIF,POSITIF,2026-05-20
POST_4aebb1a813,SEN_EAU,pas depuis jours sen eau répond pas,FR,RECLAMATION,THIES,0.037,NEUTRE,AUTRE,2026-05-22
POST_f58017ebf8,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,ZIGUINCHOR,-0.751,NEGATIF_FORT,TECHNIQUE,2026-05-02
POST_b8ebe4d252,WAVE,wave dafa duma gënn xaalis,WO,TWITTER,ZIGUINCHOR,-0.964,NEGATIF_FORT,TECHNIQUE,2026-05-24
POST_49dd3220bf,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,SAINT_LOUIS,0.868,POSITIF,POSITIF,2026-05-06
POST_c2eaeecaa6,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,ZIGUINCHOR,-0.055,NEGATIF,AUTRE,2026-05-28
POST_1af1ad9fd6,TER,ter dafa rafet,WO,FACEBOOK,SAINT_LOUIS,0.942,POSITIF,POSITIF,2026-05-09
POST_5339fccb4a,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,THIES,0.748,POSITIF,POSITIF,2026-05-29
POST_aa48eec4a2,SENELEC,coupure senelec depuis quand que revient,FR,FACEBOOK,KAOLACK,-0.039,NEGATIF,AUTRE,2026-05-21
POST_8491f6acc4,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,DAKAR,-0.018,NEGATIF,AUTRE,2026-05-04
POST_d8f01d4255,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,DAKAR,0.021,NEUTRE,AUTRE,2026-05-26
POST_e6fe4a86ee,FREE_MONEY,free money problem duma gënn,WO,WHATSAPP,SAINT_LOUIS,-0.545,NEGATIF_FORT,AUTRE,2026-05-05
POST_b1b2343af6,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,ZIGUINCHOR,-0.725,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_9910bc453f,SENELEC,senelec délestage tous les ras bol,FR,FACEBOOK,ZIGUINCHOR,-0.658,NEGATIF_FORT,AUTRE,2026-05-25
POST_7ba2522840,WAVE,transaction wave argent débité sans confirmation,FR,TWITTER,SAINT_LOUIS,-0.092,NEGATIF,AUTRE,2026-05-04
POST_34e01e7785,ORANGE_MONEY,orange money dafa problem nekkul,WO,WHATSAPP,SAINT_LOUIS,-0.689,NEGATIF_FORT,TECHNIQUE,2026-05-04
POST_6ba87dd280,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,KAOLACK,0.679,POSITIF,POSITIF,2026-05-01
POST_4272ff2a63,ORANGE_MONEY,orange money encore panne inacceptable,FR,TWITTER,SAINT_LOUIS,-0.817,NEGATIF_FORT,TECHNIQUE,2026-05-23
POST_ecd93bcb79,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,FACEBOOK,DAKAR,0.196,NEUTRE,POSITIF,2026-05-09
POST_f56685593e,SEN_EAU,pas depuis jours sen eau répond pas,FR,FACEBOOK,KAOLACK,0.003,NEUTRE,AUTRE,2026-05-09
POST_b9177d0160,SENELEC,senelec problem dafa metti,WO,FACEBOOK,DAKAR,-0.656,NEGATIF_FORT,AUTRE,2026-05-15
POST_d360731cb6,TER,ter dafa rafet,WO,WHATSAPP,DAKAR,0.898,POSITIF,POSITIF,2026-05-24
POST_b24690132b,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,KAOLACK,-0.039,NEGATIF,TECHNIQUE,2026-05-13
POST_798857006c,TER,ter dafa rafet,WO,TWITTER,KAOLACK,0.855,POSITIF,POSITIF,2026-05-18
POST_a3cbc70630,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,FACEBOOK,THIES,0.694,POSITIF,POSITIF,2026-05-17
POST_bd47f9914b,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,KAOLACK,0.661,POSITIF,POSITIF,2026-05-23
POST_e5e97e00fc,SEN_EAU,sen eau service client attente interminable,FR,WHATSAPP,THIES,0.059,NEUTRE,SERVICE_CLIENT,2026-05-15
POST_72f20433c5,SENELEC,coupure électrique pendant senelec scandaleux,FR,TWITTER,DAKAR,-0.903,NEGATIF_FORT,AUTRE,2026-05-17
POST_f2e1d324ea,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,SAINT_LOUIS,0.733,POSITIF,POSITIF,2026-05-06
POST_f1c2b19bbb,WAVE,encore une fois wave inadmissible,FR,RECLAMATION,ZIGUINCHOR,-0.866,NEGATIF_FORT,TECHNIQUE,2026-05-25
POST_c17959dfd8,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,TWITTER,KAOLACK,-0.632,NEGATIF_FORT,AUTRE,2026-05-07
POST_a41f7a51bb,TER,ter dafa rafet,WO,FACEBOOK,KAOLACK,0.814,POSITIF,POSITIF,2026-05-23
POST_d0a9dbcdfb,FREE_MONEY,free money lent par rapport améliorer,FR,RECLAMATION,DAKAR,-0.532,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_1da85f562b,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,ZIGUINCHOR,0.041,NEUTRE,AUTRE,2026-05-24
POST_d988f115ed,WAVE,wave dafa dafa yomb,WO,RECLAMATION,ZIGUINCHOR,0.8,POSITIF,POSITIF,2026-05-03
POST_bcc4285480,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,THIES,-0.024,NEGATIF,AUTRE,2026-05-26
POST_de8bb81bc6,SENELEC,application senelec bien paiement facile maintenant,FR,FACEBOOK,ZIGUINCHOR,0.696,POSITIF,POSITIF,2026-05-18
POST_f8d5005700,ORANGE_MONEY,orange money cher dafa neka,WO,WHATSAPP,DAKAR,-0.667,NEGATIF_FORT,TARIF,2026-05-10
POST_c19e7e88bb,WAVE,wave excellent recommande tous,FR,FACEBOOK,ZIGUINCHOR,0.2,NEUTRE,TECHNIQUE,2026-05-17
POST_ef1e53b907,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,THIES,0.063,NEUTRE,AUTRE,2026-05-21
POST_78748704c6,FREE_MONEY,free money problem duma gënn,WO,RECLAMATION,ZIGUINCHOR,-0.647,NEGATIF_FORT,AUTRE,2026-05-13
POST_2ef90f7f4d,FREE_MONEY,free money simple pratique pour les petites sommes,FR,WHATSAPP,DAKAR,0.682,POSITIF,POSITIF,2026-05-25
